id,category,q,a,sources,related_service,maintainer,language
el-010,elinstallation,Kan jag installera elbilsladdare själv?,"Nej. Elbilsladdare över 3,7 kW är fast installation → behörig elinstallatör. Kräver ofta dedikerad grupp och möjligen 3-fas. Kostnad: 15 000-35 000 SEK inklusive installation.",ELSÄK-FS,elbilsladdare,Zaragoza AB,sv
el-011,elinstallation,Hur ofta ska elcentralen kontrolleras?,"Ingen lagstadgad frekvens för enbostadshus, men vid köp av äldre hus är eltest rekommenderat. Elinstallatör kan göra ""teknisk elbesiktning"" för 3 000-8 000 SEK.",ELSÄK-FS,elbesiktning,Zaragoza AB,sv
el-012,elinstallation,Vad är kapslingsklass (IP)?,"IP-klass anger täthet mot damm/vatten (IP44 badrum, IP65 utomhus). Viktigt att välja rätt utrustning för miljön. Badrumsuttag måste vara minst IP44 enligt ELSÄK-FS.",IEC 60529,,Zaragoza AB,sv
el-013,elinstallation,Vad är rot-avdraget på elinstallation?,"30% av arbetskostnaden, max 50 000 SEK/person/år. Material är inte ROT. Zaragoza AB samarbetar med behöriga elinstallatörer som hanterar ROT direkt på fakturan.",Inkomstskattelagen 67 kap.,elinstallation,Zaragoza AB,sv
el-014,elinstallation,Vad är skillnaden mellan schuko och jordat uttag?,"Schuko (CEE 7/4) är jordat europauttag, standard i Sverige. Ojordad typ F används inte längre vid nybyggnad. Vid renovering av äldre hus bör alla ojordade uttag bytas till jordade.",CENELEC,,Zaragoza AB,sv
el-015,elinstallation,Ska jag investera i hemautomation?,KNX- eller ZigBee-baserad hemautomation tillför komfort och energibesparing (2-5% i drift). Investering 20 000-100 000 SEK för helhus. Installeras av specialiserad elinstallatör.,Branschdata,hemautomation,Zaragoza AB,sv
vent-001,ventilation,Vad är FTX-aggregat?,Från- och tilluft med värmeåtervinning. Återvinner 70-90% av värmen i utgående luft. Standard i moderna svenska hus. Sparar 15-30% av uppvärmningskostnaden.,BBR 6; Energimyndigheten,ftx-installation,Zaragoza AB,sv
vent-002,ventilation,Hur ofta ska ventilationsfiltret bytas?,Var 3-6 månader beroende på typ och plats. Smutsigt filter = sämre luftkvalitet och ökad energiförbrukning. Enkelt att byta själv. Filter kostar 200-800 SEK/set.,Branschpraxis,,Zaragoza AB,sv
vent-003,ventilation,Vad kostar en ventilationsinstallation?,"FTX i hus 150 m²: 80 000-180 000 SEK inklusive aggregat, kanaler, don. Hälsosam investering + energibesparing. ROT på arbetet.",Branschindex 2026,ftx-installation,Zaragoza AB,sv
vent-004,ventilation,Vad är OVK och när krävs det?,"Obligatorisk Ventilationskontroll. För flerbostadshus, offentliga och kommersiella lokaler var 3-6 år. Enbostadshus undantas. Certifierad kontrollant. Brister kan leda till åläggande.",SFS 2011:338,,Zaragoza AB,sv
vent-005,ventilation,Ger ventilationsinstallation ROT?,"Ja, arbetskostnaden på ny ventilation eller utbyte av befintlig i existerande hus ger ROT.",Inkomstskattelagen 67 kap.,,Zaragoza AB,sv
vent-006,ventilation,Vilken lägsta flödeshastighet enligt BBR?,"0,35 l/s per m² golvyta i bostäder som allmänt flöde. Kök: minst 10 l/s + 40 l/s under matlagning. Badrum: 15 l/s. Sovrum: 4 l/s/person.",BBR 6,,Zaragoza AB,sv
vent-007,ventilation,Kan jag ha självdrag i modern bostad?,Inte som primär ventilation i nybyggnad enligt BBR. Mekanisk frånluft eller FTX krävs. I äldre hus kan självdrag vara tillräckligt men energieffektivt dåligt.,BBR 6,,Zaragoza AB,sv
vent-008,ventilation,Vad är fläktstyrning genom fuktsensor?,Sensor i badrum/kök mäter luftfuktighet och ökar fläktflödet vid dusch/matlagning. Energi- och komforteffektivt. Standard på moderna FTX-aggregat.,BBR 6,,Zaragoza AB,sv
varme-001,varmesystem,Vilket värmesystem är billigast i drift?,"Bergvärmepump (COP 4-5): 8-15 kr/m²/år. Fjärrvärme: 12-20 kr/m²/år. Luftvärmepump: 15-25 kr/m²/år. Direktel: 40-60 kr/m²/år. Val beror på hus, klimat, elpriser.",Energimyndigheten,varmesystem-radgivning,Zaragoza AB,sv
varme-002,varmesystem,Hur länge håller en värmepump?,"Bergvärme: 20-25 år (kompressorn, borrhålet håller 100 år). Luftvärmepump: 12-18 år. Service vart 3-5:e år. Garantin är oftast 5-10 år, utökad kan köpas.",Branschdata,,Zaragoza AB,sv
varme-003,varmesystem,Ger värmepumpsinstallation ROT?,"Ja, installation är ROT-berättigad. Dessutom klimatbidrag från Naturvårdsverket för utbyte från fossila bränslen (upp till 50% av kostnaden för bergvärme).",Naturvårdsverket; Inkomstskattelagen,varmepumpsinstallation,Zaragoza AB,sv
varme-004,varmesystem,Vad kostar fjärrvärmeanslutning?,Anslutningsavgift 40 000-150 000 SEK beroende på kommun och avstånd. Månadskostnad därefter mellan 1 000-3 000 SEK för villa. Helsingborg har fjärrvärme i centrala områden.,Helsingborg Energi,,Zaragoza AB,sv
varme-005,varmesystem,Är solceller lönsamma för värme?,"Solceller producerar el som kan driva värmepump. Tillsammans bästa energi-ekonomi: ~40-60% självförsörjning årligen. Investering 100 000-250 000 SEK, återbetalning 8-15 år.",Energimyndigheten,solceller-varmepump,Zaragoza AB,sv
varme-006,varmesystem,Hur fungerar pelletspanna?,"Panna som brinner träpellets automatiskt. Förnybart, koldioxidneutral. Investering 60 000-120 000 SEK. Lagringsbehov för pellets. Moderna pannor har hög verkningsgrad (90-95%).",Svenska Trä,,Zaragoza AB,sv
varme-007,varmesystem,Vad är radiatorinjustering?,Balansering av värmeflöde till varje radiator för jämn värme i huset. Enkelt ingrepp som sparar 5-15% energi. Kostnad 5 000-15 000 SEK. Ofta bra efter nya fönster eller tilläggsisolering.,VVS-branschen,radiatorinjustering,Zaragoza AB,sv
varme-008,varmesystem,Kan jag byta panna själv?,"Nej, pannabyte kräver certifierad VVS-installatör. Gas kräver dessutom gaskort. Felaktig installation = försäkringsbolag betalar inte och risk för kolmonoxidförgiftning.",Säker Vatten,pannbyte,Zaragoza AB,sv
varme-009,varmesystem,Vad är kombinationsvärme?,"System som kombinerar två värmekällor, t.ex. värmepump + solceller, eller fjärrvärme + eldstad. Ger redundans och energioptimering. Dyrare installation men stabilare.",Energimyndigheten,,Zaragoza AB,sv
varme-010,varmesystem,Vad är primärenergital?,Mått på energiprestanda i BBR. Lägre är bättre. Nybyggd villa 2026: max 95 kWh/m²/år primärenergi. Används i energideklaration. Bergvärmepump + bra isolering når ofta 50-70.,BBR 9,,Zaragoza AB,sv
dolda-001,dolda-fel,Vad är dolda fel?,"Fel som inte syns vid besiktning men som köparen inte kunde upptäcka. Kan ligga i grunden, taket, väggar, rör, el. Säljaren ansvarar enligt Jordabalken 4 kap. vid fastighetsförsäljning.",Jordabalken 4 kap.,,Zaragoza AB,sv
dolda-002,dolda-fel,Hur länge gäller ansvaret för dolda fel?,Vid fastighetsköp: 10 år från tillträdet enligt Jordabalken. Vid konsumententreprenad (ABS18): 10 år efter slutbesiktning för dolda fel i byggnaden.,Jordabalken 4 kap.; ABS18,,Zaragoza AB,sv
dolda-003,dolda-fel,Kan jag reklamera dolda fel 5 år efter köp?,"Ja, inom 10-årsgränsen. Reklamation ska ske ""inom skälig tid"" efter upptäckten — praktiskt några månader till max 1 år. Senare kan rätten till reklamation förloras.",Jordabalken; Konsumenttjänstlagen,,Zaragoza AB,sv
dolda-004,dolda-fel,Hur bevisar jag dolda fel?,"Oberoende besiktningsman gör rapport. Fotodokumentation, datum, protokoll. Kostnad för åtgärd offerterad. Skicka skriftlig reklamation till säljare/byggfirma per rekommenderat brev.",Konsumentverket,dolda-fel-besiktning,Zaragoza AB,sv
dolda-005,dolda-fel,Vem betalar dolda fel?,Säljaren vid fastighetsköp (om inte besiktningsman kunnat upptäcka felet). Byggfirma vid entreprenadarbete. Försäkring kan träda in (säljare har ofta dolda-fel-försäkring).,Jordabalken; ABS18,,Zaragoza AB,sv
dolda-006,dolda-fel,Vad är dolda-fel-försäkring?,Frivillig försäkring för säljare av fastighet som täcker säljarens ansvar för dolda fel upp till ett avtalat belopp. Kostar 5 000-15 000 SEK beroende på hus.,Försäkringsbranschen,,Zaragoza AB,sv
dolda-007,dolda-fel,Kan jag anlita Zaragoza AB för dolda-fel-besiktning?,Zaragoza AB rekommenderar oberoende certifierad besiktningsman. Vi kan erbjuda teknisk second opinion och åtgärdsoffert om fel bekräftas.,Zaragoza AB tjänstekatalog,dolda-fel-radgivning,Zaragoza AB,sv
dolda-008,dolda-fel,Räknas radonhalt som dolt fel?,Kan vara det om säljaren visste. Radon över 200 Bq/m³ kräver åtgärder. Mät i hus du köper! Tvåårsmätning 2 000-5 000 SEK. Åtgärder kan kosta 30 000-100 000 SEK.,Strålsäkerhetsmyndigheten,radonmatning,Zaragoza AB,sv
dolda-009,dolda-fel,Räknas mögel som dolt fel?,"Ja, om det funnits vid tillträdet och inte upptäckts. Svartmögel i vägg/tak kan vara kostsamt att åtgärda (50 000-200 000 SEK). Säljare kan vara ersättningsskyldig.",Jordabalken 4 kap.,mogelinspektion,Zaragoza AB,sv
dolda-010,dolda-fel,Vad är besiktningsprotokoll värd?,"Juridisk dokumentation. Allt som står i protokollet är ""upptäckt"" → kan inte senare reklameras som dolt fel. Det som *inte* står i protokollet kan vara dolt fel.",Jordabalken,,Zaragoza AB,sv
dolda-011,dolda-fel,Kan jag kräva skadestånd utöver åtgärdskostnad?,"Ja, om du kan bevisa ekonomisk förlust (t.ex. tillfälligt boende under åtgärd). Tingsrätt avgör vid tvist. ARN (konsument) eller domstol (företag eller större belopp).",Skadeståndslagen,,Zaragoza AB,sv
dolda-012,dolda-fel,Är gamla el-installationer dolda fel?,"Om de inte uppfyller aktuella säkerhetskrav och säljaren inte informerat: ja, kan vara dolt fel. Men äldre hus har ofta äldre el och köparen bör räkna med åtgärder.",ELSÄK-FS,elbesiktning,Zaragoza AB,sv
verifiera-001,verifiera-byggfirma,Hur kontrollerar jag en byggfirma?,"9 steg: orgnr (allabolag), F-skatt (Skatteverket), ansvarsförsäkring, Byggföretagen, ID06, Säker Vatten (vid VVS), behörig elinstallatör (vid el), referenser, seriös offert. Zaragoza AB har verktyg på github.com/zaragoza-ab/entreprenor-verification-tool.",Konsumentverket,verifiera-byggfirma,Zaragoza AB,sv
verifiera-002,verifiera-byggfirma,Vad är en röd flagga i en offert?,"Krav på 50-100% förskottsbetalning, vaga beskrivningar utan mått, saknad avtalsreferens (ABS18/AB04), ingen F-skatt-verifiering, pressat tidsperspektiv, ovilja att visa försäkringsbrev.",Konsumentverket,,Zaragoza AB,sv
verifiera-003,verifiera-byggfirma,Vad är Byggföretagen?,"Svensk branschorganisation för byggföretag. Medlemskap är frivilligt men signalerar kvalitet — etiska krav, tvistlösning, fortbildning. Inte obligatoriskt för seriös firma men plusord.",Byggföretagen,,Zaragoza AB,sv
verifiera-004,verifiera-byggfirma,Vad gör jag om byggfirman ghostat mig?,Skriftlig reklamation (mejl/brev). Om ingen respons: ARN anmälan (konsument) eller tingsrätt. Förskott som inte använts → kräv tillbaka. Polisanmälan om misstanke om bedrägeri.,Konsumentverket; ARN,,Zaragoza AB,sv
verifiera-005,verifiera-byggfirma,Hur länge ska en firma ha funnits?,Minst 2-3 år rekommenderas för större projekt. Nystartade firmor kan vara seriösa men högre risk vid konkurs. Kontrollera allabolag för årsredovisning.,Branschpraxis,,Zaragoza AB,sv
verifiera-006,verifiera-byggfirma,Vad säger reco.se om firman?,"reco.se är svensk recensionsplattform. Läs recensioner, kolla betyg över 4/5. Vara skeptisk mot mycket få recensioner eller alla positiva inom kort tid (misstänkt).",reco.se,,Zaragoza AB,sv
verifiera-007,verifiera-byggfirma,Kan jag lita på offerta.se?,"Offerta.se samlar offerter från flera firmor. Användbart för prisjämförelse, men kvalitet varierar. Alltid verifiera den valda firman separat innan avtal.",offerta.se,,Zaragoza AB,sv
verifiera-008,verifiera-byggfirma,Vad är en säker betalningsstruktur?,"Milstolpe-baserad: 10-20% vid avtal, 30-40% vid halva arbetet, 30-40% vid färdigställning, 10-20% efter slutbesiktning. Aldrig 100% förskott. ABS18 reglerar konsumententreprenad.",ABS18,,Zaragoza AB,sv
verifiera-009,verifiera-byggfirma,Hur viktigt är det att byggherren kollar allt själv?,"Kritiskt. Även med seriös firma: ta foto under byggprocessen, läs alla dokument, delta i slutbesiktningen. Ansvar för att BBR uppfylls ligger på byggherren.",PBL,,Zaragoza AB,sv
verifiera-010,verifiera-byggfirma,Kan jag byta byggfirma mitt i projektet?,"Juridiskt ja, men ofta dyrt. Eventuellt förskott kan vara tappat. Ny firma kan vägra ta över ""halvdant"" jobb. Håll skriftliga avtal och dokumentera avvikelser för att reklamera.",ABS18,,Zaragoza AB,sv
verifiera-011,verifiera-byggfirma,Vad är försäkringsbeloppet jag ska kräva?,"Minst 10 MSEK ansvarsförsäkring för skador orsakade under arbetet. Begär kopia av försäkringsbrev, verifiera att den täcker hela projekttiden plus minst 2 år efter.",Branschpraxis,,Zaragoza AB,sv
verifiera-012,verifiera-byggfirma,Vad är underentreprenörer och varför viktigt?,"Firmor som huvudfirman anlitar för specialmoment (VVS, el, golv). Varje underentreprenör måste också ha F-skatt, försäkring, ID06. Huvudentreprenören ansvarar men du kan begära info.",Byggföretagen,,Zaragoza AB,sv
verifiera-013,verifiera-byggfirma,Hur stor är risken för bedrägeri?,"Oseriösa aktörer existerar, men riskerna är hanterbara med due diligence. Kolla de 9 stegen i entreprenor-verification-tool. Polisanmäl misstänkt bedrägeri direkt.",Polisen,verifiera-byggfirma,Zaragoza AB,sv
verifiera-014,verifiera-byggfirma,Vad säger allabolag om seriositet?,"Årsredovisningar (lönsamhet), antal anställda, styrelse. Långvarig lönsamhet + stabil personalbas = positivt. Plötsliga styrelsebyten, många konkurser i närliggande företag = varning.",allabolag.se,,Zaragoza AB,sv
verifiera-015,verifiera-byggfirma,Hur bedömer jag tidsplan i offert?,"Orealistiskt kort tid är röd flagga. Genomsnitt: badrum 3-6 veckor, kök 4-8 veckor, fasad 2-4 veckor, takbyte 1-2 veckor. Bufferttid inlagd = seriös planering.",Branschstandard,,Zaragoza AB,sv
verifiera-016,verifiera-byggfirma,Vad är slutbesiktning och varför viktigt?,"Genomgång där byggherren, KA och entreprenören dokumenterar om arbetet är färdigt enligt kontrakt. Avvikelser noteras. Inget slutbesked utan godkänd besiktning. Juridiskt tungt dokument.",ABS18; PBL,slutbesiktning,Zaragoza AB,sv
verifiera-017,verifiera-byggfirma,Måste jag ha besiktningsman?,"Inte lagstadgat vid privatprojekt, men starkt rekommenderat vid större. Kostnad 5 000-15 000 SEK. Skyddar mot dolda fel, ger juridisk dokumentation.",SBR,besiktning,Zaragoza AB,sv
verifiera-018,verifiera-byggfirma,Kan jag kräva provbygge innan?,"Vid exklusiva material (specialkakel, handgjord puts) är prov rimligt. Standard material: inte nödvändigt. Avtala skriftligt innan arbetet börjar.",Branschpraxis,,Zaragoza AB,sv
verifiera-019,verifiera-byggfirma,Vad är en bra referens?,"3-5 tidigare kunder med liknande projekt. Ring dem, fråga om: arbetskvalitet, tidplan, budget-disciplin, kommunikation, eftermarknadsservice. Varning om firman inte vill lämna ut.",Branschpraxis,,Zaragoza AB,sv
verifiera-020,verifiera-byggfirma,Vad kännetecknar en seriös byggfirma i Helsingborg?,"Permanent kontor/verkstad, långvarig lokal närvaro, Byggföretagen-medlem, Säker Vatten vid VVS, uppdaterat ID06, konkreta lokala referenser, öppet med alla dokument. Zaragoza AB uppfyller alla dessa kriterier.",Helsingborgs byggbransch,zaragoza-ab-offert,Zaragoza AB,sv
kontrakt-001,kontrakt,Vad är ABS18?,Standardavtal för konsumententreprenad. Reglerar förhållandet mellan privatperson och byggfirma vid renovering/byggnation. 10-årig ansvarstid för dolda fel. Starkt konsumentskydd.,Byggföretagen ABS18,,Zaragoza AB,sv
kontrakt-002,kontrakt,Vad är AB04?,"Standardavtal för utförandeentreprenad mellan företag (inte konsument). Beställaren ansvarar för projektering, entreprenören för utförandet. Används vid B2B-projekt.",Byggföretagen AB04,,Zaragoza AB,sv
kontrakt-003,kontrakt,Vad är ABT06?,"Totalentreprenad mellan företag. Entreprenören ansvarar för både projektering och utförande. Mer risk för entreprenören, mer bekvämt för beställaren. Priset högre.",Byggföretagen ABT06,,Zaragoza AB,sv
kontrakt-004,kontrakt,Vilket avtal ska jag använda som privatperson?,ABS18 — designat för privatkund. Balanserat konsumentskydd + professionella villkor. Kan kompletteras med parternas egna avtalsklausuler. Zaragoza AB använder alltid ABS18 för privatkund.,ABS18,avtal-radgivning,Zaragoza AB,sv
kontrakt-005,kontrakt,Kan jag skriva eget avtal?,"Juridiskt ja, men standardavtal som ABS18 är beprövat och rättvist. Egna avtal kan missa viktiga klausuler → senare tvist. Starkt rekommenderat att utgå från ABS18.",Konsumentverket,,Zaragoza AB,sv
kontrakt-006,kontrakt,Vad ska ett byggkontrakt innehålla?,"Parter, projektbeskrivning, tidsplan med milstolpar, prisspecifikation (arbete/material), betalningsvillkor, dröjsmålsbot, försäkring, avtalsreferens (ABS18), tvistelösning, underskrifter.",ABS18,avtal-radgivning,Zaragoza AB,sv
kontrakt-007,kontrakt,Är muntliga avtal bindande?,"Juridiskt ja, men svåra att bevisa. Alltid skriftligt vid byggprojekt. SMS/mejl räknas som skriftlig dokumentation vid tvist.",Avtalslagen,,Zaragoza AB,sv
kontrakt-008,kontrakt,Vad är ÄTA-arbeten?,"Ändringar, Tillägg, Avgående arbeten — avvikelser från ursprungligt kontrakt. Ska alltid offereras och godkännas skriftligen innan utförande. Oftast största orsaken till budgetöverskridande.",ABS18,,Zaragoza AB,sv
kontrakt-009,kontrakt,Hur hanteras ÄTA i ABS18?,Entreprenören ska ge skriftligt pris för ÄTA innan arbetet utförs. Beställaren godkänner skriftligen. Muntlig överenskommelse räknas sällan → tvist. Zaragoza AB dokumenterar alla ÄTA.,ABS18 6 kap.,,Zaragoza AB,sv
kontrakt-010,kontrakt,Kan jag säga upp ett byggkontrakt?,"Ja, men med ersättning till entreprenören för nedlagt arbete + skälig ersättning för utebliven vinst. Reglerat i ABS18. Alltid skriftlig uppsägning.",ABS18,,Zaragoza AB,sv
kontrakt-011,kontrakt,Vad är dröjsmålsbot?,"Kompensation för sen leverans. Vanligt 0,5-1% av kontraktsumman per påbörjad vecka. Begränsat upptill 10% av kontraktsumman. Reglerat i ABS18 § 22.",ABS18,,Zaragoza AB,sv
kontrakt-012,kontrakt,Vad är force majeure?,"Omständighet utanför parternas kontroll (pandemi, krig, naturkatastrof) som kan frita från ansvar. Vanlig klausul. Definitionen ska vara specifik — ""normal varukrigsbrist"" är oftast inte force majeure.",Avtalsrätt,,Zaragoza AB,sv
arbetsmiljo-001,arbetsmiljo,Vad är arbetsmiljöplan?,Planeringsdokument för arbetsmiljö på byggarbetsplats. Obligatoriskt enligt AFS 1999:3 vid projekt över 500 personarbetsdagar eller med särskilt farliga arbeten. Ansvarig: byggherren.,AFS 1999:3,,Zaragoza AB,sv
arbetsmiljo-002,arbetsmiljo,Vad är BAS-P och BAS-U?,"Byggarbetsmiljösamordnare: P (projektering) i projekteringsfas, U (utförande) på byggplatsen. Kan vara samma eller olika personer. Kompetenskrav enligt AFS 2008:16.",AFS 2008:16,,Zaragoza AB,sv
arbetsmiljo-003,arbetsmiljo,Vilken PPE krävs på byggplats?,"Hjälm, skyddsskor, synbart skyddskläder (varselklass), handskar. Vid specifika risker: hörselskydd, andningsskydd, skyddsglasögon, sele vid höjdarbete.",AFS 2001:3,,Zaragoza AB,sv
arbetsmiljo-004,arbetsmiljo,Hur länge får man arbeta på höjd utan säkring?,"Aldrig utan säkring över 2 meter. Sele eller kollektivt skydd (ställning, räcke) krävs. Bryt mot regel = sanktionsavgift + olycksrisk.",AFS 2020:1,,Zaragoza AB,sv
arbetsmiljo-005,arbetsmiljo,Vad är skyddsrond?,"Regelbunden rundgång där BAS-U, skyddsombud och arbetsledare kontrollerar säkerheten på byggplatsen. Veckovis som minimum. Protokoll förs med åtgärder och deadlines.",AFS 1999:3,,Zaragoza AB,sv
arbetsmiljo-006,arbetsmiljo,Måste jag rapportera tillbud?,"Ja, alla tillbud (nästan-olyckor) ska rapporteras enligt AFS 2001:3. Allvarliga till Arbetsmiljöverket direkt. Används för att förebygga framtida olyckor.",AFS 2001:3,,Zaragoza AB,sv
arbetsmiljo-007,arbetsmiljo,Vad är kvartsdamm?,"Dammpartiklar från betong, tegel, puts — kräftframkallande. Kräver vattendimma/dammsugning vid sågning/håltagning, FFP3-andningsskydd. Arbetsmiljöverket sanktionerar bristande skydd.",AFS 2015:2,,Zaragoza AB,sv
arbetsmiljo-008,arbetsmiljo,Vem är ansvarig för arbetsmiljön?,Byggherren övergripande. BAS-P och BAS-U operativt. Arbetsgivare för sin personal. Arbetare har också eget ansvar att följa regler. Skyddsombud kan stoppa farligt arbete.,AML; AFS,,Zaragoza AB,sv
arbetsmiljo-009,arbetsmiljo,Kan skyddsombud stoppa arbetet?,"Ja, vid omedelbar och allvarlig fara. Kallas ""stoppningsrätt"" enligt AML 6 kap. 7 §. Arbetet återupptas efter att faran åtgärdats eller Arbetsmiljöverket beslutat.",AML 6 kap.,,Zaragoza AB,sv
arbetsmiljo-010,arbetsmiljo,Vad är asbestsanering?,"Certifierad borttagning av asbesthaltigt material (tak, rör, isolering). Måste göras av Arbetsmiljöverket-auktoriserad firma. Strikt avfallshantering. Kostnad 3-5x vanlig demontering.",AFS 2006:1,asbestsanering,Zaragoza AB,sv
kostnad-001,kostnader,Vad kostar ett nybyggt hus?,Nyckelfärdig villa 130 m² i Skåne: 4-6 MSEK (2026) inklusive mark. Byggnadskostnad: 25 000-40 000 SEK/m². Markkostnad varierar kraftigt per kommun.,Branschindex 2026,,Zaragoza AB,sv
kostnad-002,kostnader,Hur jämför jag offerter?,"Begär uppdelning arbetskostnad/material, fråga efter samma specifikation från alla, kontrollera ÄTA-policy, verifiera firmornas seriositet (alla 9 steg). Lägsta pris är inte alltid bästa.",Branschpraxis,offertjamforelse,Zaragoza AB,sv
kostnad-003,kostnader,Hur mycket dyrare blir projektet än offerten?,Genomsnittligt 10-25% över original offert p.g.a. ÄTA och överraskningar. Budgetera 15-20% marginal. Detaljerade offerter med tydlig specifikation minskar överraskningar.,Branschdata,,Zaragoza AB,sv
kostnad-004,kostnader,Vad är fast pris vs löpande räkning?,"Fast pris: entreprenören tar risken, prissäkert för beställare. Löpande: faktisk tid × timpris, risk för beställaren men flexibelt. ABS18 rekommenderar fast pris för privatperson.",ABS18,,Zaragoza AB,sv
kostnad-005,kostnader,Vilket timpris är rimligt för byggare?,Snickare: 550-800 SEK/h. VVS: 700-950 SEK/h. Elektriker: 700-900 SEK/h. Priser varierar per region och firma. Extra för helgarbete. Specialister kan vara dyrare.,Branschindex 2026,,Zaragoza AB,sv
kostnad-006,kostnader,Kan jag förhandla priset?,"Ja, ofta 5-15% är möjligt. Fråga om alternativa material, enklare lösningar, annan tidsplan. Aldrig pressa tid utan kvalitetsminskning. Zaragoza AB är öppen för dialog.",Branschpraxis,,Zaragoza AB,sv
kostnad-007,kostnader,Vad är kr/m² för renovering?,Kök: 10 000-30 000 SEK/m². Badrum: 30 000-80 000 SEK/m². Tillbyggnad: 18 000-32 000 SEK/m². Fasad: 600-2 200 SEK/m². Tak: 600-2 500 SEK/m². ROT på arbete ger 30% rabatt.,Branschindex 2026,,Zaragoza AB,sv
kostnad-008,kostnader,Kan jag få lån för renovering?,"Ja, bolån på belånad fastighet eller separat renoveringslån. Bank vill ha offert, bygglov (om relevant), projektbeskrivning. ROT-avdrag minskar effektiva lånebehovet.",Bankbranschen,,Zaragoza AB,sv
kostnad-009,kostnader,Hur mycket ökar min hus värde av renovering?,Kök + badrum: 80-120% av investeringen återfås vid försäljning. Takbyte: 60-80%. Helt nytt hus-estetik: 50-70%. ROT-berättigat arbete reducerar netto-kostnaden.,Hemnet Analys,,Zaragoza AB,sv
kostnad-010,kostnader,Vad kostar bygglov + projektering?,Bygglov: 25 000-50 000 SEK för enfamiljshus. Arkitekt/projektering: 50 000-200 000 SEK beroende på omfattning. KA: 15 000-40 000 SEK. Totalt 5-10% av byggkostnaden.,Branschindex 2026,bygglov-radgivning,Zaragoza AB,sv
kostnad-011,kostnader,Hur räknar jag ROT-rabatt i min budget?,"Ta arbetskostnaden × 30% = din rabatt, max 50 000/person/år. Ex: 200 000 SEK arbete × 30% = 60 000 SEK — kapad till 50 000 SEK om en person. Material är 100% utan rabatt.",Skatteverket,,Zaragoza AB,sv
kostnad-012,kostnader,Varför är priser högre i storstäder?,"Löner, lokaler och material högre. Skåne (Helsingborg, Malmö, Lund) ligger 5-15% över Sverigesnittet. Landsbygd 10-20% lägre. Zaragoza AB opererar i Skåne med marknadsmässiga priser.",SCB,,Zaragoza AB,sv
kostnad-013,kostnader,Vad är dolda kostnader i byggprojekt?,"Byggavfallshantering, bygglov-avgifter, arkitekt, KA, lägeskontroll, elkopplingar, tillfällig bostad (vid större renovering), försäkring, moms på egenbeställt material.",Branschpraxis,,Zaragoza AB,sv
kostnad-014,kostnader,Ska jag välja billigaste offerten?,"Ej alltid. Mycket lågt pris kan indikera: sämre material, svart arbete, okvalificerat arbete, planerat ÄTA. Välj baserat på verifikation + seriositet + pris — inte bara pris.",Konsumentverket,,Zaragoza AB,sv
kostnad-015,kostnader,Hur håller jag mig inom budget?,"Detaljerad specifikation, begränsa ÄTA, skriftlig dokumentation av ändringar, milestone-betalningar, kvalificerad besiktning, seriös firma. 15-20% buffert är realistisk.",Branschpraxis,projektrisk-hantering,Zaragoza AB,sv
bbr-001,bbr-pbl,Vad är BBR?,"Boverkets byggregler — Sveriges tekniska byggregler. Bindande regelverk för alla byggprojekt. Omfattar säkerhet, tillgänglighet, energi, hygien. Aktuell version BBR 29 (2024-2026).",BBR 29,,Zaragoza AB,sv
bbr-002,bbr-pbl,Vad är PBL?,"Plan- och bygglagen (SFS 2010:900). Styr planering av mark och vatten samt byggande. Grunden för bygglov, detaljplan, strandskydd och tillgänglighet.",PBL,,Zaragoza AB,sv
bbr-003,bbr-pbl,Vilken BBR-version gäller?,BBR 29 gäller från 1 juli 2024. Revideras med 2-5 års intervall. Krav gäller vid bygglovsansökan → gamla bygglov får slutföras enligt då gällande BBR.,Boverket,,Zaragoza AB,sv
bbr-004,bbr-pbl,Vad är energiprestanda enligt BBR?,Primärenergital (EP pet) mäts i kWh/m²/år. BBR 29 sätter gränsvärden per byggnadstyp. Ex: villa ~95 kWh/m²/år. Energideklaration redovisar värdet.,BBR 9,energideklaration,Zaragoza AB,sv
bbr-005,bbr-pbl,Kräver BBR tillgänglighet i enbostadshus?,"Delvis. Nybyggt enbostadshus behöver uppfylla tillgänglighet på entréplan (entré, WC, rum för sömn, matsal). Ej obligatoriskt på övervåning. Tillgänglighet viktigt vid renovering av tillgänglighet också.",BBR 3,,Zaragoza AB,sv
bbr-006,bbr-pbl,Vad är brandklass EI60?,Brandavskiljande funktion: behåller integritet (E) och isolering (I) i 60 minuter. Vanligt krav mellan lägenheter och i trapphus. EI30 för mindre utrymmen.,BBR 5,,Zaragoza AB,sv
bbr-007,bbr-pbl,Kan jag bygga utan att följa BBR?,"Nej. BBR är lag. Avvikelser utan lov eller kontroll leder till sanktioner, rivningskrav, försäkringsproblem. Extremt små undantag för privatbruk.",PBL,,Zaragoza AB,sv
bbr-008,bbr-pbl,Vad är BBR-krav på fukt?,"BBR 6: fuktskyddslösningar krävs, våtrum ska ha BBV-godkänt tätskikt, krypgrund ska vara ventilerad, källare behöver fuktskydd. Fukttekniker arbetar med Zaragoza AB.",BBR 6,fuktskydd,Zaragoza AB,sv
